COM;NCC;POP
02157;CHAMBRY;709
02158;CHAMOUILLE;147
02159;CHAMPS;291
02160;CHAOURSE;522
02161;LA�CHAPELLE-MONTHODON;173
02162;LA�CHAPELLE-SUR-CHEZY;182
02163;CHARLY;2 475
02164;LE�CHARMEL;268
02165;CHARMES;1 855
02166;CHARTEVES;303
02167;CHASSEMY;674
02168;CHATEAU-THIERRY;15 312
02169;CHATILLON-LES-SONS;82
02170;CHATILLON-SUR-OISE;139
02171;CHAUDARDES;68
02172;CHAUDUN;287
02173;CHAUNY;12 926
02174;CHAVIGNON;769
02175;CHAVIGNY;159
02176;CHAVONNE;153
02177;CHERET;122
02178;CHERMIZY-AILLES;79
02179;CHERY-CHARTREUVE;293
02180;CHERY-LES-POUILLY;702
02181;CHERY-LES-ROZOY;100
02182;CHEVENNES;136
02183;CHEVREGNY;178
02184;CHEVRESIS-MONCEAU;348
02185;CHEZY-EN-ORXOIS;324
02186;CHEZY-SUR-MARNE;1 257
02187;CHIERRY;1 120
02188;CHIGNY;175
02189;CHIVRES-EN-LAONNOIS;321
02190;CHIVRES-VAL;596
02191;CHIVY-LES-ETOUVELLES;515
02192;CHOUY;269
02193;CIERGES;81
02194;CILLY;265
02195;CIRY-SALSOGNE;629
02196;CLACY-ET-THIERRET;359
02197;CLAIRFONTAINE;514
02198;CLAMECY;292
02199;CLASTRES;559
02200;CLERMONT-LES-FERMES;130
02201;COEUVRES-ET-VALSERY;449
02203;COINCY;1 039
02204;COINGT;113
02205;COLLIGIS-CRANDELAIN;152
02206;COLONFAY;86
02207;COMMENCHON;160
02208;CONCEVREUX;159
02209;CONDE-EN-BRIE;591
02210;CONDE-SUR-AISNE;318
02211;CONDE-SUR-SUIPPE;279
02212;CONDREN;725
02213;CONNIGIS;256
02214;CONTESCOURT;79
02215;CORBENY;591
02216;CORCY;254
02217;COUCY-LE-CHATEAU-AUFFRIQUE;1 058
02218;COUCY-LES-EPPES;581
02219;COUCY-LA-VILLE;189
02220;COULONGES-COHAN;384
02221;COUPRU;123
02222;COURBES;40
02223;COURBOIN;239
02224;COURCELLES-SUR-VESLES;270
02225;COURCHAMPS;107
02226;COURMELLES;1 915
02227;COURMONT;106
02228;COURTEMONT-VARENNES;289
02229;COURTRIZY-ET-FUSSIGNY;58
02230;COUVRELLES;170
02231;COUVRON-ET-AUMENCOURT;899
02232;COYOLLES;370
02233;CRAMAILLE;108
02234;CRAONNE;68
02235;CRAONNELLE;97
02236;CRECY-AU-MONT;294
02237;CRECY-SUR-SERRE;1 542
02238;CREPY;1 574
02239;CREZANCY;1 033
02240;CROIX-FONSOMMES;210
02241;LA�CROIX-SUR-OURCQ;117
02242;CROUTTES-SUR-MARNE;594
02243;CROUY;2 819
02244;CRUPILLY;76
02245;CUFFIES;1 320
02246;CUGNY;501
02248;CUIRIEUX;142
02249;CUIRY-HOUSSE;99
02250;CUIRY-LES-CHAUDARDES;35
02251;CUIRY-LES-IVIERS;40
02252;CUISSY-ET-GENY;72
02253;CUISY-EN-ALMONT;321
02254;CUTRY;88
02255;CYS-LA-COMMUNE;120
02256;DAGNY-LAMBERCY;160
02257;DALLON;395
02258;DAMMARD;441
02259;DAMPLEUX;345
02260;DANIZY;560
02261;DERCY;361
02262;DEUILLET;159
02263;DHUIZEL;101
02264;DIZY-LE-GROS;762
02265;DOHIS;126
02266;DOLIGNON;55
02267;DOMMIERS;252
02268;DOMPTIN;420
02269;DORENGT;171
02270;DOUCHY;152
02271;DRAVEGNY;139
02272;DROIZY;66
02273;DURY;181
02274;EBOULEAU;209
02275;EFFRY;402
02276;ENGLANCOURT;109
02277;EPAGNY;339
02278;EPARCY;42
02279;EPAUX-BEZU;433
02280;EPIEDS;332
02281;L'EPINE-AUX-BOIS;232
02282;EPPES;359
02283;ERLON;269
02284;ERLOY;139
02286;ESQUEHERIES;1 005
02287;ESSIGNY-LE-GRAND;1 252
02288;ESSIGNY-LE-PETIT;399
02289;ESSISES;325
02290;ESSOMES-SUR-MARNE;2 479
02291;ESTREES;434
02292;ETAMPES-SUR-MARNE;1 358
02293;ETAVES-ET-BOCQUIAUX;636
02294;ETOUVELLES;207
02295;ETREAUPONT;966
02296;ETREILLERS;1 115
02297;ETREPILLY;87
02298;ETREUX;1 754
02299;EVERGNICOURT;548
02301;FAUCOUCOURT;246
02302;FAVEROLLES;308
02303;FAYET;582
02304;LA�FERE;2 930
02305;FERE-EN-TARDENOIS;3 168
02306;LA�FERTE-CHEVRESIS;626
02307;LA�FERTE-MILON;2 208
02308;FESMY-LE-SART;485
02309;FESTIEUX;449
02310;FIEULAINE;255
02311;FILAIN;85
02312;LA�FLAMENGRIE;1 073
02313;FLAVIGNY-LE-GRAND-ET-BEAURAIN;466
02315;FLAVY-LE-MARTEL;1 563
02316;FLEURY;128
02317;FLUQUIERES;184
02318;FOLEMBRAY;1 421
02319;FONSOMMES;545
02320;FONTAINE-LES-CLERCS;260
02321;FONTAINE-LES-VERVINS;838
02322;FONTAINE-NOTRE-DAME;424
02323;FONTAINE-UTERTE;135
02324;FONTENELLE;265
02325;FONTENELLE-EN-BRIE;153
02326;FONTENOY;541
02327;FORESTE;165
02328;FOSSOY;621
02329;FOURDRAIN;390
02330;FRANCILLY-SELENCY;419
02331;FRANQUEVILLE;113
02332;FRESNES-EN-TARDENOIS;245
02333;FRESNES;146
02334;FRESNOY-LE-GRAND;3 581
02335;FRESSANCOURT;163
02336;FRIERES-FAILLOUEL;775
02337;FROIDESTREES;199
02338;FROIDMONT-COHARTILLE;234
02339;GANDELU;537
02340;GAUCHY;5 736
02341;GERCY;332
02342;GERGNY;150
02343;GERMAINE;75
02344;GERNICOURT;59
02345;GIBERCOURT;33
02346;GIZY;652
02347;GLAND;503
02348;GLENNES;129
02349;GOUDELANCOURT-LES-BERRIEUX;65
02350;GOUDELANCOURT-LES-PIERREPONT;129
02351;GOUSSANCOURT;78
02352;GOUY;641
02353;GRANDLUP-ET-FAY;329
02354;GRANDRIEUX;102
02355;GRICOURT;761
02356;GRISOLLES;152
02357;GRONARD;79
02358;GROUGIS;320
02359;GRUGIES;948
02360;GUIGNICOURT;2 008
02361;GUISE;5 976
02362;GUIVRY;229
02363;GUNY;508
02364;GUYENCOURT;191
02366;HANNAPES;272
02367;HAPPENCOURT;167
02368;HARAMONT;518
02369;HARCIGNY;275
02370;HARGICOURT;557
02371;HARLY;1 892
02372;HARTENNES-ET-TAUX;355
02373;HARY;221
02374;LE�HAUCOURT;803
02375;HAUTEVESNES;102
02376;HAUTEVILLE;166
02377;HAUTION;184
02378;LA�HERIE;168
02379;LE�HERIE-LA-VIEVILLE;197
02380;HINACOURT;46
02381;HIRSON;10 173
02382;HOLNON;1 199
02383;HOMBLIERES;1 495
02384;HOURY;57
02385;HOUSSET;165
02386;IRON;284
02387;ITANCOURT;998
02388;IVIERS;195
02389;JAULGONNE;587
02390;JEANCOURT;253
02391;JEANTES;230
02392;JONCOURT;302
02393;JOUAIGNES;133
02395;JUMENCOURT;111
02396;JUMIGNY;60
02397;JUSSY;1 247
02398;JUVIGNY;283
02399;JUVINCOURT-ET-DAMARY;392
02400;LAFFAUX;144
02401;LAIGNY;258
02402;LANCHY;54
02403;LANDIFAY-ET-BERTAIGNEMONT;312
02404;LANDOUZY-LA-COUR;194
02405;LANDOUZY-LA-VILLE;578
02406;LANDRICOURT;92
02407;LANISCOURT;172
02408;LAON;26 490
02409;LAPPION;252
02410;LARGNY-SUR-AUTOMNE;244
02411;LATILLY;179
02412;LAUNOY;63
02413;LAVAL-EN-LAONNOIS;202
02414;LAVAQUERESSE;224
02415;LAVERSINE;84
02416;LEME;478
02417;LEMPIRE;127
02418;LERZY;209
02419;LESCHELLES;305
02420;LESDINS;855
02421;LESGES;84
02422;LESQUIELLES-SAINT-GERMAIN;832
02423;LEUILLY-SOUS-COUCY;415
02424;LEURY;135
02425;LEUZE;173
02426;LEVERGIES;601
02427;LHUYS;106
02428;LICY-CLIGNON;63
02429;LIERVAL;107
02430;LIESSE-NOTRE-DAME;1 395
02431;LIEZ;492
02432;LIME;155
02433;LISLET;242
02434;LIZY;193
02435;LOGNY-LES-AUBENTON;82
02438;LONGPONT;298
02439;LONGUEVAL-BARBONVAL;358
02440;LOR;111
02441;LOUATRE;203
02442;LOUPEIGNE;95
02443;LUCY-LE-BOCAGE;141
02444;LUGNY;153
02445;LUZOIR;301
02446;LY-FONTAINE;72
02447;MAAST-ET-VIOLAINE;157
02448;MACHECOURT;105
02449;MACOGNY;53
02450;MACQUIGNY;346
02451;MAGNY-LA-FOSSE;160
02452;MAISSEMY;157
02453;MAIZY;394
02454;LA�MALMAISON;337
02455;MALZY;195
02456;MANICAMP;333
02457;MARCHAIS;364
02458;MARCHAIS-EN-BRIE;231
02459;MARCY;178
02460;MARCY-SOUS-MARLE;235
02461;MAREST-DAMPCOURT;340
02462;MAREUIL-EN-DOLE;181
02463;MARFONTAINE;87
02464;MARGIVAL;321
02465;MARIGNY-EN-ORXOIS;337
02466;MARIZY-SAINTE-GENEVIEVE;98
02467;MARIZY-SAINT-MARD;49
02468;MARLE;2 669
02469;MARLY-GOMONT;464
02470;MARTIGNY;457
02471;MARTIGNY-COURPIERRE;103
02472;MAUREGNY-EN-HAYE;420
02473;MAYOT;182
02474;MENNESSIS;372
02475;MENNEVILLE;252
02476;MENNEVRET;656
02477;MERCIN-ET-VAUX;876
02478;MERLIEUX-ET-FOUQUEROLLES;185
02479;MERVAL;71
02480;MESBRECOURT-RICHECOURT;354
02481;MESNIL-SAINT-LAURENT;430
