COM;NCC;POP
01145;DOMPIERRE-SUR-VEYLE;632
01146;DOMPIERRE-SUR-CHALARONNE;154
01147;DOMSURE;440
01148;DORTAN;1 445
01149;DOUVRES;298
01150;DROM;153
01151;DRUILLAT;644
01152;ECHALLON;423
01153;ECHENEVEX;371
01154;ETREZ;398
01155;EVOSGES;101
01156;FARAMANS;315
01157;FAREINS;1 006
01158;FARGES;456
01159;FEILLENS;2 605
01160;FERNEY-VOLTAIRE;5 642
01162;FLAXIEU;47
01163;FOISSIAT;1 403
01165;AMAREINS-FRANCHELEINS-CESSEINS;415
01166;FRANS;752
01167;GARNERANS;335
01169;GENOUILLEUX;204
01170;GEOVREISSIAT;279
01171;GEOVREISSET;228
01172;GERMAGNAT;105
01173;GEX;4 296
01174;GIRON;100
01175;GORREVOD;400
01176;LE�GRAND-ABERGEMENT;87
01177;GRAND-CORENT;60
01179;GRIEGES;1 286
01180;GRILLY;418
01181;GROISSIAT;310
01182;GROSLEE;241
01183;GUEREINS;589
01184;HAUTECOURT-ROMANECHE;456
01185;HAUTEVILLE-LOMPNES;4 083
01186;HOSTIAS;59
01187;HOTONNES;233
01188;ILLIAT;395
01189;INJOUX-GENISSIAT;851
01190;INNIMOND;98
01191;IZENAVE;138
01192;IZERNORE;682
01193;IZIEU;141
01194;JASSANS-RIOTTIER;2 783
01195;JASSERON;716
01196;JAYAT;698
01197;JOURNANS;174
01198;JOYEUX;142
01199;JUJURIEUX;1 459
01200;LABALME;117
01202;LAGNIEU;5 208
01203;LAIZ;433
01204;LALLEYRIAT;152
01205;LANCRANS;836
01206;LANTENAY;176
01207;LAPEYROUSE;169
01208;LAVOURS;142
01209;LEAZ;480
01210;LELEX;183
01211;LENT;801
01212;LESCHEROUX;526
01213;LEYMENT;552
01214;LEYSSARD;82
01215;LHOPITAL;42
01216;LHUIS;592
01218;LOCHIEU;80
01219;LOMPNAS;120
01221;LOMPNIEU;122
01224;LOYETTES;1 453
01225;LURCY;182
01227;MAGNIEU;268
01228;MAILLAT;556
01229;MALAFRETAZ;549
01230;MANTENAY-MONTLIN;270
01231;MANZIAT;1 201
01232;MARBOZ;1 701
01233;MARCHAMP;113
01234;MARIGNIEU;127
01235;MARLIEUX;632
01236;MARSONNAS;683
01237;MARTIGNAT;791
01238;MASSIEUX;805
01239;MASSIGNIEU-DE-RIVES;305
01240;MATAFELON-GRANGES;296
01241;MEILLONNAS;671
01242;MERIGNAT;86
01243;MESSIMY;401
01244;MEXIMIEUX;3 457
01245;BOHAS-MEYRIAT-RIGNAT;506
01246;MEZERIAT;1 660
01247;MIJOUX;191
01248;MIONNAY;444
01249;MIRIBEL;6 237
01250;MISERIEUX;686
01252;MOGNENEINS;373
01254;MONTAGNAT;633
01255;MONTAGNIEU;354
01257;MONTANGES;192
01258;MONTCEAUX;392
01259;MONTCET;282
01260;LE�MONTELLIER;141
01261;MONTHIEUX;217
01262;MONTLUEL;4 604
01263;MONTMERLE-SUR-SAONE;1 505
01264;MONTRACOL;450
01265;MONTREAL;2 560
01266;MONTREVEL-EN-BRESSE;1 653
01267;NURIEUX-VOLOGNAT;567
01268;MURS-ET-GELIGNIEUX;131
01269;NANTUA;3 440
01271;NATTAGES;231
01272;NEUVILLE-LES-DAMES;1 069
01273;NEUVILLE-SUR-AIN;979
01274;LES�NEYROLLES;466
01275;NEYRON;1 138
01276;NIEVROZ;627
01277;NIVOLLET-MONTGRIFFON;81
01279;ONCIEU;60
01280;ORDONNAZ;143
01281;ORNEX;1 042
01282;OUTRIAZ;204
01283;OYONNAX;23 007
01284;OZAN;308
01285;PARCIEUX;481
01286;PARVES;171
01288;PERON;891
01289;PERONNAS;3 223
01290;PEROUGES;531
01291;PERREX;520
01292;LE�PETIT-ABERGEMENT;172
01293;PEYRIAT;87
01294;PEYRIEU;541
01295;PEYZIEUX-SUR-SAONE;204
01296;PIRAJOUX;314
01297;PIZAY;319
01298;PLAGNE;58
01299;LE�PLANTAY;281
01300;LE�POIZAT;223
01301;POLLIAT;1 558
01302;POLLIEU;91
01303;PONCIN;1 115
01304;PONT-D'AIN;2 266
01305;PONT-DE-VAUX;2 096
01306;PONT-DE-VEYLE;1 177
01307;PORT;355
01308;POUGNY;543
01309;POUILLAT;35
01310;PREMEYZEL;86
01311;PREMILLIEU;74
01312;PRESSIAT;127
01313;PREVESSIN-MOENS;1 509
01314;PRIAY;771
01316;PUGIEU;91
01317;RAMASSE;156
01318;RANCE;204
01319;RELEVANT;262
01320;REPLONGES;2 440
01321;REVONNAS;335
01322;REYRIEUX;1 536
01323;REYSSOUZE;698
01325;RIGNIEUX-LE-FRANC;286
01328;ROMANS;346
01329;ROSSILLON;99
01330;RUFFIEU;187
01331;SAINT-ALBAN;114
01332;SAINT-ANDRE-DE-BAGE;257
01333;SAINT-ANDRE-DE-CORCY;900
01334;SAINT-ANDRE-D'HUIRIAT;317
01335;SAINT-ANDRE-LE-BOUCHOUX;127
01336;SAINT-ANDRE-SUR-VIEUX-JONC;701
01337;SAINT-BENIGNE;631
01338;SAINT-BENOIT;486
01339;SAINT-BERNARD;488
01340;SAINT-BOIS;123
01341;SAINT-CHAMP;98
01342;SAINTE-CROIX;169
01343;SAINT-CYR-SUR-MENTHON;822
01344;SAINT-DENIS-LES-BOURG;3 181
01345;SAINT-DENIS-EN-BUGEY;1 220
01346;SAINT-DIDIER-D'AUSSIAT;582
01347;SAINT-DIDIER-DE-FORMANS;665
01348;SAINT-DIDIER-SUR-CHALARONNE;1 752
01349;SAINT-ELOI;155
01350;SAINT-ETIENNE-DU-BOIS;1 443
01351;SAINT-ETIENNE-SUR-CHALARONNE;828
01352;SAINT-ETIENNE-SUR-REYSSOUZE;409
01353;SAINTE-EUPHEMIE;472
01354;SAINT-GENIS-POUILLY;3 549
01355;SAINT-GENIS-SUR-MENTHON;270
01356;SAINT-GEORGES-SUR-RENON;95
01357;SAINT-GERMAIN-DE-JOUX;546
01358;SAINT-GERMAIN-LES-PAROISSES;264
01359;SAINT-GERMAIN-SUR-RENON;148
01360;SAINT-JEAN-DE-GONVILLE;742
01361;SAINT-JEAN-DE-NIOST;369
01362;SAINT-JEAN-DE-THURIGNEUX;273
01363;SAINT-JEAN-LE-VIEUX;1 024
01364;SAINT-JEAN-SUR-REYSSOUZE;680
01365;SAINT-JEAN-SUR-VEYLE;690
01366;SAINTE-JULIE;327
01367;SAINT-JULIEN-SUR-REYSSOUZE;571
01368;SAINT-JULIEN-SUR-VEYLE;434
01369;SAINT-JUST;317
01370;SAINT-LAURENT-SUR-SAONE;1 967
01371;SAINT-MARCEL;209
01372;SAINT-MARTIN-DE-BAVEL;304
01373;SAINT-MARTIN-DU-FRENE;706
01374;SAINT-MARTIN-DU-MONT;909
01375;SAINT-MARTIN-LE-CHATEL;498
01376;SAINT-MAURICE-DE-BEYNOST;2 791
01378;SAINT-MAURICE-DE-GOURDANS;994
01379;SAINT-MAURICE-DE-REMENS;436
01380;SAINT-NIZIER-LE-BOUCHOUX;743
01381;SAINT-NIZIER-LE-DESERT;375
01382;SAINTE-OLIVE;115
01383;SAINT-PAUL-DE-VARAX;743
01384;SAINT-RAMBERT-EN-BUGEY;2 439
01385;SAINT-REMY;432
01386;SAINT-SORLIN-EN-BUGEY;629
01387;SAINT-SULPICE;119
01388;SAINT-TRIVIER-DE-COURTES;1 076
01389;SAINT-TRIVIER-SUR-MOIGNANS;1 151
01390;SAINT-VULBAS;975
01391;SALAVRE;238
01392;SAMOGNAT;156
01393;SANDRANS;366
01396;SAULT-BRENAZ;1 059
01397;SAUVERNY;220
01398;SAVIGNEUX;449
01399;SEGNY;783
01400;SEILLONNAZ;108
01401;SERGY;605
01402;SERMOYER;458
01403;SERRIERES-DE-BRIORD;824
01404;SERRIERES-SUR-AIN;63
01405;SERVAS;539
01406;SERVIGNAT;170
01407;SEYSSEL;1 043
01408;SIMANDRE;402
01409;SONGIEU;142
01410;SONTHONNAX-LA-MONTAGNE;153
01411;SOUCLIN;190
01412;SULIGNAT;348
01413;SURJOUX;69
01414;SUTRIEU;253
01415;TALISSIEU;317
01416;TENAY;1 715
01417;THEZILLIEU;254
01418;THIL;480
01419;THOIRY;1 859
01420;THOISSEY;1 454
01421;TORCIEU;460
01422;TOSSIAT;569
01423;TOUSSIEUX;156
01424;TRAMOYES;571
01425;LA�TRANCLIERE;170
01426;TREFFORT-CUISIAT;1 101
01427;TREVOUX;4 583
01428;VALEINS;74
01429;VANDEINS;250
01430;VARAMBON;287
01431;VAUX-EN-BUGEY;762
01432;VERJON;187
01433;VERNOUX;190
01434;VERSAILLEUX;198
01435;VERSONNEX;878
01436;VESANCY;290
01437;VESCOURS;198
01439;VESINES;121
01441;VIEU-D'IZENAVE;379
01442;VIEU;292
01443;VILLARS-LES-DOMBES;2 344
01444;VILLEBOIS;758
01445;VILLEMOTIER;372
01446;VILLENEUVE;630
01447;VILLEREVERSURE;933
01448;VILLES;157
01449;VILLETTE;341
01450;VILLIEU-LOYES-MOLLON;1 512
01451;VIRIAT;3 562
01452;VIRIEU-LE-GRAND;874
01453;VIRIEU-LE-PETIT;198
01454;VIRIGNIN;417
01456;VONGNES;74
01457;VONNAS;2 144
02001;ABBECOURT;457
02002;ACHERY;508
02003;ACY;922
02004;AGNICOURT-ET-SECHELLES;238
02005;AGUILCOURT;228
02006;AISONVILLE-ET-BERNOVILLE;300
02007;AIZELLES;92
02008;AIZY-JOUY;232
02009;ALAINCOURT;425
02010;ALLEMANT;126
02011;AMBLENY;844
02012;AMBRIEF;108
02013;AMIFONTAINE;420
02014;AMIGNY-ROUY;515
02015;ANCIENVILLE;46
02016;ANDELAIN;157
02017;ANGUILCOURT-LE-SART;295
02018;ANIZY-LE-CHATEAU;1 788
02019;ANNOIS;370
02020;ANY-MARTIN-RIEUX;559
02021;ARCHON;128
02022;ARCY-SAINTE-RESTITUE;373
02023;ARMENTIERES-SUR-OURCQ;76
02024;ARRANCY;56
02025;ARTEMPS;292
02026;ARTONGES;159
02027;ASSIS-SUR-SERRE;291
02028;ATHIES-SOUS-LAON;1 881
02029;ATTILLY;376
02030;AUBENCHEUL-AUX-BOIS;309
02031;AUBENTON;1 002
02032;AUBIGNY;262
02033;AUBIGNY-EN-LAONNOIS;85
02034;AUDIGNICOURT;87
02035;AUDIGNY;224
02036;AUGY;72
02037;AULNOIS-SOUS-LAON;900
02038;LES�AUTELS;118
02039;AUTREMENCOURT;152
02040;AUTREPPES;216
02041;AUTREVILLE;621
02042;AZY-SUR-MARNE;286
02043;BAGNEUX;58
02044;BANCIGNY;59
02046;BARENTON-BUGNY;489
02047;BARENTON-CEL;129
02048;BARENTON-SUR-SERRE;97
02049;BARISIS;694
02050;BARZY-EN-THIERACHE;335
02051;BARZY-SUR-MARNE;248
02052;BASSOLES-AULERS;140
02053;BAULNE-EN-BRIE;194
02054;BAZOCHES-SUR-VESLES;333
02055;BEAUME;112
02056;BEAUMONT-EN-BEINE;128
02057;BEAUREVOIR;1 317
02058;BEAURIEUX;577
02059;BEAUTOR;3 595
02060;BEAUVOIS-EN-VERMANDOIS;275
02061;BECQUIGNY;253
02062;BELLEAU;109
02063;BELLENGLISE;517
02064;BELLEU;3 606
02065;BELLICOURT;607
02066;BENAY;214
02067;BERGUES-SUR-SAMBRE;264
02068;BERLANCOURT;120
02069;BERLISE;139
02070;BERNOT;540
02071;BERNY-RIVIERE;446
02072;BERRIEUX;142
02073;BERRY-AU-BAC;334
02074;BERTAUCOURT-EPOURDON;418
02075;BERTHENICOURT;187
02076;BERTRICOURT;55
02077;BERZY-LE-SEC;368
02078;BESME;122
02079;BESMONT;180
02080;BESNY-ET-LOIZY;259
02081;BETHANCOURT-EN-VAUX;301
02082;BEUGNEUX;94
02083;BEUVARDES;479
02084;BEZU-LE-GUERY;121
02085;BEZU-SAINT-GERMAIN;275
02086;BICHANCOURT;767
02087;BIEUXY;22
02088;BIEVRES;64
02089;BILLY-SUR-AISNE;1 256
02090;BILLY-SUR-OURCQ;206
02091;BLANZY-LES-FISMES;103
02093;BLERANCOURT;1 115
02094;BLESMES;274
02095;BOHAIN-EN-VERMANDOIS;7 513
02096;BOIS-LES-PARGNY;222
02097;BONCOURT;233
02098;BONNEIL;255
02099;BONNESVALYN;142
02100;BONY;109
02101;BOSMONT-SUR-SERRE;270
02102;BOUCONVILLE-VAUCLAIR;180
02103;BOUE;1 493
02104;BOUFFIGNEREUX;59
02105;BOURESCHES;172
02106;BOURG-ET-COMIN;563
02107;BOURGUIGNON-SOUS-COUCY;59
02108;BOURGUIGNON-SOUS-MONTBAVIN;110
02109;LA�BOUTEILLE;549
02110;BRAINE;1 943
02111;BRANCOURT-EN-LAONNOIS;415
02112;BRANCOURT-LE-GRAND;618
02114;BRASLES;1 005
02115;BRAYE-EN-LAONNOIS;229
02116;BRAYE-EN-THIERACHE;220
02117;BRAY-SAINT-CHRISTOPHE;67
02118;BRAYE;116
02119;BRECY;224
02120;BRENELLE;168
02121;BRENY;250
02122;BRIE;73
02123;BRISSAY-CHOIGNY;324
02124;BRISSY-HAMEGICOURT;741
02125;BRUMETZ;199
02126;BRUNEHAMEL;592
02127;BRUYERES-SUR-FERE;224
02128;BRUYERES-ET-MONTBERAULT;1 108
02129;BRUYS;37
02130;BUCILLY;245
02131;BUCY-LE-LONG;1 661
02132;BUCY-LES-CERNY;175
02133;BUCY-LES-PIERREPONT;521
02134;BUIRE;785
02135;BUIRONFOSSE;1 341
02136;BURELLES;175
02137;BUSSIARES;57
02138;BUZANCY;121
02139;CAILLOUEL-CREPIGNY;258
02140;CAMELIN;389
02141;LA�CAPELLE;2 196
02142;CASTRES;170
02143;LE�CATELET;272
02144;CAULAINCOURT;134
02145;CAUMONT;257
02146;CELLES-LES-CONDE;93
02147;LA�CELLE-SOUS-MONTMIRAIL;92
02148;CELLES-SUR-AISNE;224
02149;CERIZY;86
02150;CERNY-EN-LAONNOIS;34
02151;CERNY-LES-BUCY;107
02152;CERSEUIL;67
02153;CESSIERES;247
02154;CHACRISE;240
02155;CHAILLEVOIS;160
02156;CHALANDRY;233
02157;CHAMBRY;534
02158;CHAMOUILLE;142
02159;CHAMPS;334
02160;CHAOURSE;629
02161;LA�CHAPELLE-MONTHODON;148
02162;LA�CHAPELLE-SUR-CHEZY;164
02163;CHARLY;2 055
02164;LE�CHARMEL;180
02165;CHARMES;1 778
02167;CHASSEMY;455
02168;CHATEAU-THIERRY;13 491
02169;CHATILLON-LES-SONS;102
02170;CHATILLON-SUR-OISE;119
02171;CHAUDARDES;54
02172;CHAUDUN;294
02173;CHAUNY;14 405
02174;CHAVIGNON;572
02175;CHAVIGNY;133
02176;CHAVONNE;139
02177;CHERET;111
02178;CHERMIZY-AILLES;87
02179;CHERY-CHARTREUVE;279
02180;CHERY-LES-POUILLY;605
02181;CHERY-LES-ROZOY;144
02182;CHEVENNES;132
02183;CHEVREGNY;164
02184;CHEVRESIS-MONCEAU;327
02185;CHEZY-EN-ORXOIS;297
02186;CHEZY-SUR-MARNE;1 113
02187;CHIERRY;1 170
02188;CHIGNY;216
02189;CHIVRES-EN-LAONNOIS;320
02190;CHIVRES-VAL;471
02191;CHIVY-LES-ETOUVELLES;479
02192;CHOUY;278
02193;CIERGES;121
02194;CILLY;251
02195;CIRY-SALSOGNE;483
02196;CLACY-ET-THIERRET;372
02197;CLAIRFONTAINE;519
02198;CLAMECY;198
02199;CLASTRES;447
02200;CLERMONT-LES-FERMES;193
02201;COEUVRES-ET-VALSERY;399
02203;COINCY;840
02204;COINGT;121
02205;COLLIGIS-CRANDELAIN;144
02206;COLONFAY;77
02207;COMMENCHON;115
02208;CONCEVREUX;167
02209;CONDE-EN-BRIE;653
02210;CONDE-SUR-AISNE;227
02211;CONDE-SUR-SUIPPE;312
02212;CONDREN;558
02213;CONNIGIS;190
02214;CONTESCOURT;70
02215;CORBENY;495
02216;CORCY;204
02217;COUCY-LE-CHATEAU-AUFFRIQUE;1 118
02218;COUCY-LES-EPPES;515
02219;COUCY-LA-VILLE;208
02220;COULONGES-COHAN;367
02221;COUPRU;100
02222;COURBES;33
02223;COURBOIN;205
02224;COURCELLES-SUR-VESLES;227
02225;COURCHAMPS;42
02226;COURMELLES;1 973
02227;COURMONT;133
02228;COURTEMONT-VARENNES;226
02229;COURTRIZY-ET-FUSSIGNY;49
02230;COUVRELLES;161
02231;COUVRON-ET-AUMENCOURT;666
02232;COYOLLES;212
02233;CRAMAILLE;135
02234;CRAONNE;96
02235;CRAONNELLE;92
02236;CRECY-AU-MONT;251
02237;CRECY-SUR-SERRE;1 594
02238;CREPY;1 441
02239;CREZANCY;970
02240;CROIX-FONSOMMES;274
02241;LA�CROIX-SUR-OURCQ;96
02242;CROUTTES-SUR-MARNE;580
02243;CROUY;3 058
02244;CRUPILLY;64
02245;CUFFIES;1 473
02246;CUGNY;387
02247;CUGNY-LES-CROUTTES;26
02248;CUIRIEUX;119
02249;CUIRY-HOUSSE;143
02250;CUIRY-LES-CHAUDARDES;28
02251;CUIRY-LES-IVIERS;50
02252;CUISSY-ET-GENY;77
02253;CUISY-EN-ALMONT;371
02254;CUTRY;77
02255;CYS-LA-COMMUNE;126
02256;DAGNY-LAMBERCY;183
02257;DALLON;363
02258;DAMMARD;421
02259;DAMPLEUX;152
02260;DANIZY;586
02261;DERCY;386
02262;DEUILLET;108
02263;DHUIZEL;125
02264;DIZY-LE-GROS;854
02265;DOHIS;141
02266;DOLIGNON;80
02267;DOMMIERS;258
02268;DOMPTIN;223
02269;DORENGT;202
02270;DOUCHY;184
02271;DRAVEGNY;167
02272;DROIZY;87
02273;DURY;192
02274;EBOULEAU;177
02275;EFFRY;526
02276;ENGLANCOURT;173
02277;EPAGNY;230
02278;EPARCY;61
02279;EPAUX-BEZU;276
02280;EPIEDS;175
02281;L'EPINE-AUX-BOIS;166
02282;EPPES;290
02283;ERLON;241
02284;ERLOY;167
02286;ESQUEHERIES;1 061
02287;ESSIGNY-LE-GRAND;655
02288;ESSIGNY-LE-PETIT;421
02289;ESSISES;177
02290;ESSOMES-SUR-MARNE;2 038
02291;ESTREES;401
02292;ETAMPES-SUR-MARNE;1 224
02293;ETAVES-ET-BOCQUIAUX;708
02294;ETOUVELLES;121
02295;ETREAUPONT;969
02296;ETREILLERS;1 025
02297;ETREPILLY;70
02298;ETREUX;1 655
02299;EVERGNICOURT;542
02301;FAUCOUCOURT;227
02302;FAVEROLLES;283
02303;FAYET;542
02304;LA�FERE;3 531
02305;FERE-EN-TARDENOIS;3 012
02306;LA�FERTE-CHEVRESIS;714
02307;LA�FERTE-MILON;1 695
02308;FESMY-LE-SART;555
02309;FESTIEUX;337
02310;FIEULAINE;277
02311;FILAIN;89
02312;LA�FLAMENGRIE;951
02313;FLAVIGNY-LE-GRAND-ET-BEAURAIN;505
02315;FLAVY-LE-MARTEL;1 560
02316;FLEURY;99
02317;FLUQUIERES;181
02318;FOLEMBRAY;1 368
02319;FONSOMMES;538
02320;FONTAINE-LES-CLERCS;245
02321;FONTAINE-LES-VERVINS;753
02322;FONTAINE-NOTRE-DAME;376
02323;FONTAINE-UTERTE;205
02324;FONTENELLE;404
02325;FONTENELLE-EN-BRIE;161
02326;FONTENOY;428
02327;FORESTE;163
02328;FOSSOY;463
02329;FOURDRAIN;393
02330;FRANCILLY-SELENCY;343
02331;FRANQUEVILLE;141
02332;FRESNES-EN-TARDENOIS;211
02333;FRESNES;174
02334;FRESNOY-LE-GRAND;3 729
02335;FRESSANCOURT;134
02336;FRIERES-FAILLOUEL;574
02337;FROIDESTREES;174
02338;FROIDMONT-COHARTILLE;251
02339;GANDELU;291
02340;GAUCHY;5 663
02341;GERCY;314
02342;GERGNY;163
02343;GERMAINE;106
02344;GERNICOURT;55
02345;GIBERCOURT;39
02346;GIZY;519
02347;GLAND;365
02348;GLENNES;136
02349;GOUDELANCOURT-LES-BERRIEUX;70
02350;GOUDELANCOURT-LES-PIERREPONT;157
02351;GOUSSANCOURT;102
02352;GOUY;694
02353;GRANDLUP-ET-FAY;348
02354;GRANDRIEUX;144
02355;GRICOURT;669
02356;GRISOLLES;125
02357;GRONARD;85
02358;GROUGIS;361
02359;GRUGIES;793
02360;GUIGNICOURT;1 917
02361;GUISE;6 642
02362;GUIVRY;221
02363;GUNY;594
02364;GUYENCOURT;114
02366;HANNAPES;359
02367;HAPPENCOURT;183
02368;HARAMONT;393
02369;HARCIGNY;252
02370;HARGICOURT;561
02371;HARLY;1 425
02372;HARTENNES-ET-TAUX;305
02373;HARY;220
02374;LE�HAUCOURT;760
02375;HAUTEVESNES;94
02376;HAUTEVILLE;191
02377;HAUTION;157
02378;LA�HERIE;179
02379;LE�HERIE-LA-VIEVILLE;251
02380;HINACOURT;62
02381;HIRSON;11 986
02382;HOLNON;1 231
02383;HOMBLIERES;915
02384;HOURY;53
02385;HOUSSET;200
02386;IRON;276
02387;ITANCOURT;671
02388;IVIERS;228
02389;JAULGONNE;553
02390;JEANCOURT;232
02391;JEANTES;254
02392;JONCOURT;250
02393;JOUAIGNES;143
02395;JUMENCOURT;98
02396;JUMIGNY;71
02397;JUSSY;1 242
02398;JUVIGNY;299
02399;JUVINCOURT-ET-DAMARY;413
02400;LAFFAUX;148
02401;LAIGNY;247
02402;LANCHY;60
02403;LANDIFAY-ET-BERTAIGNEMONT;389
02404;LANDOUZY-LA-COUR;187
02405;LANDOUZY-LA-VILLE;524
02406;LANDRICOURT;139
02407;LANISCOURT;112
02408;LAON;27 914
02409;LAPPION;266
02410;LARGNY-SUR-AUTOMNE;319
02411;LATILLY;145
02412;LAUNOY;75
02413;LAVAL-EN-LAONNOIS;151
02414;LAVAQUERESSE;259
02415;LAVERSINE;84
02416;LEME;444
02417;LEMPIRE;122
02418;LERZY;257
02419;LESCHELLES;335
02420;LESDINS;546
02421;LESGES;92
02422;LESQUIELLES-SAINT-GERMAIN;852
02423;LEUILLY-SOUS-COUCY;395
02424;LEURY;101
02425;LEUZE;173
02426;LEVERGIES;536
02427;LHUYS;106
02428;LICY-CLIGNON;41
02429;LIERVAL;75
02430;LIESSE;1 326
02431;LIEZ;353
02432;LIME;178
02433;LISLET;206
02434;LIZY;186
02435;LOGNY-LES-AUBENTON;90
02438;LONGPONT;272
02439;LONGUEVAL-BARBONVAL;310
02440;LOR;135
02441;LOUATRE;169
02442;LOUPEIGNE;107
02443;LUCY-LE-BOCAGE;124
02444;LUGNY;168
02445;LUZOIR;348
02446;LY-FONTAINE;89
02447;MAAST-ET-VIOLAINE;143
02448;MACHECOURT;118
02449;MACOGNY;57
02450;MACQUIGNY;419
02451;MAGNY-LA-FOSSE;131
02452;MAISSEMY;203
02453;MAIZY;407
02454;LA�MALMAISON;356
02455;MALZY;226
02456;MANICAMP;317
02457;MARCHAIS;343
02458;MARCHAIS-EN-BRIE;152
02459;MARCY;179
02460;MARCY-SOUS-MARLE;238
02461;MAREST-DAMPCOURT;328
02462;MAREUIL-EN-DOLE;148
02463;MARFONTAINE;127
02464;MARGIVAL;264
02465;MARIGNY-EN-ORXOIS;318
02466;MARIZY-SAINTE-GENEVIEVE;120
02467;MARIZY-SAINT-MARD;53
02468;MARLE;2 926
02469;MARLY-GOMONT;507
02470;MARTIGNY;525
02471;MARTIGNY-COURPIERRE;105
02472;MAUREGNY-EN-HAYE;419
02473;MAYOT;202
02474;MENNESSIS;344
02475;MENNEVILLE;235
02476;MENNEVRET;703
02477;MERCIN-ET-VAUX;880
02478;MERLIEUX-ET-FOUQUEROLLES;133
02479;MERVAL;55
02480;MESBRECOURT-RICHECOURT;317
02481;MESNIL-SAINT-LAURENT;299
02482;MEURIVAL;46
02483;MEZIERES-SUR-OISE;649
02484;MEZY-MOULINS;327
02485;MISSY-AUX-BOIS;104
02486;MISSY-LES-PIERREPONT;120
02487;MISSY-SUR-AISNE;384
